doc_id,file_name
bf37de67-90ea-454e-b7e1-2d54fc74c8cc,790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf
10d0d36c-dd1c-4fb5-b877-85e96c15caff,1393-qd-dhcntt_29-12-2023_cap_nhat_quy_che_dao_tao_theo_hoc_che_tin_chi_cho_he_dai_hoc_chinh_quy.pdf
d325a5dc-d87f-4c70-9865-c141f69b4e1b,1192-tb-dhcntt_25-10-2024_tu_ngu_su_dung_in_tren_plvb_bd_gxn_0.pdf
f659cdab-d663-47fa-817b-56a409f89bfc,133-qd-dhcntt_17-02-2025_cap_nhat_bo_sung_mau_plvb_tot_nghiep_dh_ths.pdf
b61c9fab-9889-48b7-b2c5-8d7fb72f4110,172-qd-dhcntt_08-3-2023_quy_che_van_bang_chung_chi.pdf
07dffd3c-3857-4ace-b6aa-cf58f85855e1,131-qd-dhcntt_08-03-2022_quy_dinh_dao_tao_chuong_trinh_tai_nang.pdf
a2e28975-3411-4e9a-bbe8-b6aae65a6708,101-tb-dhcntt_29-12-2021_thong_bao_su_dung_ket_qua_thi_vpet_0_0.pdf
31b7d4e5-cdbe-44c6-a947-2f011ecbdeed,108-qd-dhcntt15-3-2019_sua_doi_bo_sung_quy_dinh_dao_tao_ngoai_ngu_doi_voi_he_dh_chinh_quy_qui_dinh_141_0.pdf
7c9fdeff-22ff-4319-9c5c-b738b4af7dc3,119-tb-dhcntt_19-9-2022_thong_bao_ngung_su_dung_chung_chi_vpet_toeic_bach_khoa_va_phoi_van_bang_moi_0_0.pdf
65b3de70-0d5b-43ee-a4d9-93a1ef996b58,125-qd-dhcntt-dtdh_18-09-2015_quyet_dinh_ban_hanh_qui_dinh_tam_thoi_day_va_hoc_tieng_anh_khoa_2015_0.pdf
e078682d-57d3-420b-924b-5411aee851f3,128-qd-dhcntt-dtdh_30-8-2016_ban_hanh_qd_day_va_hoc_nn_doi_voi_he_dai_hoc_cq_cua_truong_dhcntt_khoa_2016.pdf
4ad990e5-085f-4143-a5a5-11dc31e82ec5,141-qd-dhcntt16-3-2018quy_dinh_dao_tao_ngoai_ngu_doi_voi_he_dh_chinh_quy_cua_truong_dhcntt_ap_dung_tu_khoa_2017_0.pdf
df393a05-c8cd-4b3e-b3fd-df452712d3e4,147-qd-dhcntt-dtdh_31-07-2013_quyet_dinh_ve_viec_ban_hanh_chuan_dau_ra_tieng_anh_cho_sv_he_cq_2006-2014_0_0.pdf
cbcbbb8b-0ad9-4f0e-ade6-9103e5a16967,153-tb-dhcntt13-12-2022_ngung_su_dung_ket_qua_bai_thi_nn_qt_ielts_indicator_va_toefl_ibt_home_edition_0.pdf
92bcaedd-141b-4a97-8770-955caa6d3edf,35-tb-dhcntt_21-5-2019_cong_nhan_chung_chi_tieng_nhat_nat-test_cho_chuan_qua_trinh_0_0.pdf
87d4397c-5cd2-4b51-bf45-eb5c20cfeab4,364-qd-dhcntt_22-04-2024_sua_doi_quy_dinh_dao_tao_ngoai_ngu.pdf
7b766f6e-e2e0-4435-a6f2-8cd8fa3d69c0,547-qd-dhcntt_30-8-2019_qui_dinh_dao_tao_ngoai_ngu_doi_voi_he_chinh_qui_khoa_2019_0_0.pdf
31b691d2-6432-4fbf-8ea4-9377b94d47e6,560-qd-dhcntt_5-6-2024_sua_doi_quy_dinh_dao_tao_ngoai_ngu_doi_voi_he_dai_hoc_chinh_quy.pdf
32d41aa1-7ddf-43b5-a229-257a4031a98f,828_qd-dhcntt_04-10-2022_quy_dinh_dao_tao_ngoai_ngu_doi_voi_he_chinh_qui_khoa_2022_0_0.pdf
e4f0b05e-6ed8-47a8-b1d0-7722507d7b1f,159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf
0cf30b50-fd07-4dc5-96fe-4b701c1e54ec,1139_qd-dhcntt_20-12-2022_to_chuc_thi_cac_mon_hoc_he_dai_hoc_chinh_quy.pdf
bb730def-03d2-4603-bc7b-3514b8c8450c,1376_qd-dhcntt_28-12-2023_cap_nhat_quy_dinh_to_chuc_thi.pdf
c9cbb5b3-7c97-4baf-b5ce-6803d6ef5f3a,507-qd-dhcntt-27-5-2024_quy_che_dao_tao_cho_sinh_vien.pdf
fdcbe66a-6835-4d64-bdd8-ee76c751046e,43-tb-dhcntt-23-06-2020_thoi_diem_va_muc_thu_hoc_phi_gia_han_doi_voi_sv_he_dai_hoc_chinh_quy.pdf
52f54f2f-63f8-43ac-985b-6703e7a3d8e9,583-qd-dhcntt_12-6-2023_ban_hanh_quy_trinh_nop_kltn_sau_khi_bao_ve_truoc_hoi_dong_bao_ve_kltn.pdf
b7309c51-5b68-4a86-b0a8-5bd70a4ab1b4,547-qd-dhcntt_1-6-23_ban_hanh_chinh_sach_ho_tro_cong_bo_khoa_hoc_danh_cho_sv_cao_hoc_ncs.pdf
